specRef,specRef,SB_UID,Name,BaseBands,SPWs
X28339635,X28339635,uid://A001/X2c0/X2a44,13CO v=0 3-2 Science setup,4,4
X21324868,X21324868,uid://A001/X2c0/X2a44,13CO v=0 3-2 Science setup_1,4,4
X13734933,X13734933,uid://A001/X2c0/X288e,B6 Pointing Setup,4,4
X13312819,X13312819,uid://A001/X2c0/X288e,"CO+ J=3-2, F=7/2-5/2 Science setup",4,7
X18289875,X18289875,uid://A001/X2c0/X288e,"CO+ J=3-2, F=7/2-5/2 Science setup_1",4,7
X22990280,X22990280,uid://A001/X2c0/X288f,B6 Pointing Setup,4,4
X8077926,X8077926,uid://A001/X2c0/X288f,"CO+ J=3-2, F=7/2-5/2 Science setup",4,7
X32079203,X32079203,uid://A001/X2c0/X288f,"CO+ J=3-2, F=7/2-5/2 Science setup_1",4,7
X11662226,X11662226,uid://A001/X2c0/X39c2,B6 Pointing Setup,4,4
X682947,X682947,uid://A001/X2c0/X39c2,TDM Cal Setup,4,4
X20502592,X20502592,uid://A001/X2c0/X39c2,CO v=0 6-5 Science setup,2,2
X5048725,X5048725,uid://A001/X2c0/X39c2,CO v=0 6-5 Science setup_1,2,2
X2271075,X2271075,uid://A001/X2c0/X39c3,B6 Pointing Setup,4,4
X14834914,X14834914,uid://A001/X2c0/X39c3,TDM Cal Setup,4,4
X31299851,X31299851,uid://A001/X2c0/X39c3,CO v=0 6-5 Science setup,2,2
X11939811,X11939811,uid://A001/X2c0/X39c3,CO v=0 6-5 Science setup_1,2,2
X3468782,X3468782,uid://A001/X2c0/X2b08,B4 Pointing Setup,4,4
X6774187,X6774187,uid://A001/X2c0/X2b08,SkyCont(145.0 GHz) Science setup_1,4,4
X10547653,X10547653,uid://A001/X2c0/X2b09,B6 Pointing Setup,4,4
X19584198,X19584198,uid://A001/X2c0/X2b09,SkyCont(343.5 GHz) Science setup_1,4,4
X14177731,X14177731,uid://A001/X2c0/X3284,B6 Pointing Setup,4,4
X1658074,X1658074,uid://A001/X2c0/X3284,CO  v=0 3-2 Science setup_1,4,4
X17593503,X17593503,uid://A001/X2c0/X3285,B6 Pointing Setup,4,4
X12901055,X12901055,uid://A001/X2c0/X3285,CO  v=0 3-2 Science setup_1,4,4
X9931405,X9931405,uid://A001/X2c0/X327b,B3 Pointing Setup,4,4
X27973150,X27973150,uid://A001/X2c0/X327b,SkyCont(97.5 GHz) Science setup_1,4,4
X10318626,X10318626,uid://A001/X2c0/X327c,B4 Pointing Setup,4,4
X23791685,X23791685,uid://A001/X2c0/X327c,SkyCont(145.0 GHz) Science setup_1,4,4
X23751661,X23751661,uid://A001/X2c0/X327d,B6 Pointing Setup,4,4
X25120346,X25120346,uid://A001/X2c0/X327d,SkyCont(233.0 GHz) Science setup_1,4,4
X20994243,X20994243,uid://A001/X2c0/X327e,B6 Pointing Setup,4,4
X1554898,X1554898,uid://A001/X2c0/X327e,SkyCont(233.0 GHz) Science setup_1,4,4
X18743180,X18743180,uid://A001/X2c0/X327f,B6 Pointing Setup,4,4
X30674064,X30674064,uid://A001/X2c0/X327f,SkyCont(233.0 GHz) Science setup_1,4,4
X25582934,X25582934,uid://A001/X2c0/X2484,B6 Pointing Setup,4,4
X30195720,X30195720,uid://A001/X2c0/X2484,F27100 Science setup_1,4,4
X26725486,X26725486,uid://A001/X2c0/X2485,B6 Pointing Setup,4,4
X2004312,X2004312,uid://A001/X2c0/X2485,F27100 Science setup_1,4,4
X3505310,X3505310,uid://A001/X2c0/X2486,B6 Pointing Setup,4,4
X19970717,X19970717,uid://A001/X2c0/X2486,F27100 Science setup_1,4,4
X20145059,X20145059,uid://A001/X2c0/X2487,B6 Pointing Setup,4,4
X8737707,X8737707,uid://A001/X2c0/X2487,F27100 Science setup_1,4,4
X23509048,X23509048,uid://A001/X2c0/X2488,B6 Pointing Setup,4,4
X8911917,X8911917,uid://A001/X2c0/X2488,F27100 Science setup_1,4,4
X1741164,X1741164,uid://A001/X2c0/X2489,B6 Pointing Setup,4,4
X16310133,X16310133,uid://A001/X2c0/X2489,F27100 Science setup_1,4,4
X13648394,X13648394,uid://A001/X2c0/X248a,B6 Pointing Setup,4,4
X17658142,X17658142,uid://A001/X2c0/X248a,F27100 Science setup_1,4,4
X20136818,X20136818,uid://A001/X2c0/X248b,B6 Pointing Setup,4,4
X1963934,X1963934,uid://A001/X2c0/X248b,F27100 Science setup_1,4,4
X1108984,X1108984,uid://A001/X2c0/X248c,B6 Pointing Setup,4,4
X1648705,X1648705,uid://A001/X2c0/X248c,F27100 Science setup_1,4,4
X19797815,X19797815,uid://A001/X2c0/X248d,B6 Pointing Setup,4,4
X1948316,X1948316,uid://A001/X2c0/X248d,F26200 Science setup_1,4,4
X10941491,X10941491,uid://A001/X2c0/X248e,B6 Pointing Setup,4,4
X4806316,X4806316,uid://A001/X2c0/X248e,F26200 Science setup_1,4,4
X14214758,X14214758,uid://A001/X2c0/X248f,B6 Pointing Setup,4,4
X8479276,X8479276,uid://A001/X2c0/X248f,F26200 Science setup_1,4,4
X29033771,X29033771,uid://A001/X2c0/X2490,B6 Pointing Setup,4,4
X18681679,X18681679,uid://A001/X2c0/X2490,F26200 Science setup_1,4,4
X21120776,X21120776,uid://A001/X2c0/X2491,B6 Pointing Setup,4,4
X8436038,X8436038,uid://A001/X2c0/X2491,F26200 Science setup_1,4,4
X15998601,X15998601,uid://A001/X2c0/X2492,B6 Pointing Setup,4,4
X31657425,X31657425,uid://A001/X2c0/X2492,F26200 Science setup_1,4,4
X10439128,X10439128,uid://A001/X2c0/X2493,B6 Pointing Setup,4,4
X20952679,X20952679,uid://A001/X2c0/X2493,F26200 Science setup_1,4,4
X30741785,X30741785,uid://A001/X2c0/X2494,B6 Pointing Setup,4,4
X2642248,X2642248,uid://A001/X2c0/X2494,F26200 Science setup_1,4,4
X7767580,X7767580,uid://A001/X2c0/X2495,B6 Pointing Setup,4,4
X30396518,X30396518,uid://A001/X2c0/X2495,F26200 Science setup_1,4,4
X27014692,X27014692,uid://A001/X2c0/X2899,B3 Pointing Setup,4,4
X10192535,X10192535,uid://A001/X2c0/X2899,"HCO 1(0,1)-0(0,0), J=3/2-1/2, F=1-0 Science setup",4,8
X27986936,X27986936,uid://A001/X2c0/X2899,"HCO 1(0,1)-0(0,0), J=3/2-1/2, F=1-0 Science setup_1",4,8
X16278616,X16278616,uid://A001/X2c0/X289a,B3 Pointing Setup,4,4
X27903087,X27903087,uid://A001/X2c0/X289a,"HCO 1(0,1)-0(0,0), J=3/2-1/2, F=1-0 Science setup",4,8
X21090877,X21090877,uid://A001/X2c0/X289a,"HCO 1(0,1)-0(0,0), J=3/2-1/2, F=1-0 Science setup_1",4,8
X14762808,X14762808,uid://A001/X2c0/X289c,B6 Pointing Setup,4,4
X26147347,X26147347,uid://A001/X2c0/X289c,CO v=0 2-1 Science setup,4,4
X18598882,X18598882,uid://A001/X2c0/X289c,CO v=0 2-1 Science setup_1,4,4
X10716000,X10716000,uid://A001/X2c0/X289d,B6 Pointing Setup,4,4
X20460222,X20460222,uid://A001/X2c0/X289d,CO v=0 2-1 Science setup,4,4
X3367394,X3367394,uid://A001/X2c0/X289d,CO v=0 2-1 Science setup_1,4,4
X21311346,X21311346,uid://A001/X2c0/X3b01,B3 Pointing Setup,4,4
X10429432,X10429432,uid://A001/X2c0/X3b01,SkyCont(97.5 GHz) Science setup_1,4,4
X26314468,X26314468,uid://A001/X2c0/X3b02,B3 Pointing Setup,4,4
X15991416,X15991416,uid://A001/X2c0/X3b02,SkyCont(97.5 GHz) Science setup_1,4,4
X28663869,X28663869,uid://A001/X2c0/X3bdd,B6 Pointing Setup,4,4
X8847793,X8847793,uid://A001/X2c0/X3bdd,Cp_z6.027 Science setup_1,4,4
X26353127,X26353127,uid://A001/X2c0/X3bde,B6 Pointing Setup,4,4
X22724450,X22724450,uid://A001/X2c0/X3bde,Cp_z6.703 Science setup_1,4,4
X24699624,X24699624,uid://A001/X2c0/X3afd,B6 Pointing Setup,4,4
X6188274,X6188274,uid://A001/X2c0/X3afd,CO v=0 2-1 Science setup_1,4,4
X5768866,X5768866,uid://A001/X2c0/X3afe,B6 Pointing Setup,4,4
X11032574,X11032574,uid://A001/X2c0/X3afe,CO v=0 2-1 Science setup_1,4,4
X8103786,X8103786,uid://A001/X2c0/X3aff,B6 Pointing Setup,4,4
X19044544,X19044544,uid://A001/X2c0/X3aff,CO v=0 2-1 Science setup_1,4,4
X9900451,X9900451,uid://A001/X2c0/X2808,B6 Pointing Setup,4,4
X23390408,X23390408,uid://A001/X2c0/X2808,TDM Cal Setup,4,4
X28159564,X28159564,uid://A001/X2c0/X2808,HCN v=0 J=4-3 Science setup,4,4
X14157659,X14157659,uid://A001/X2c0/X2808,HCN v=0 J=4-3 Science setup_1,4,4
X27816334,X27816334,uid://A001/X2c0/X30d3,B6 Pointing Setup,4,4
X628679,X628679,uid://A001/X2c0/X30d3,SkyCont(343.5 GHz) Science setup_1,4,4
X16826235,X16826235,uid://A001/X2c0/X30d4,B6 Pointing Setup,4,4
X8019189,X8019189,uid://A001/X2c0/X30d4,SkyCont(343.5 GHz) Science setup_1,4,4
X30472656,X30472656,uid://A001/X2c0/X30d5,B6 Pointing Setup,4,4
X29887817,X29887817,uid://A001/X2c0/X30d5,SkyCont(343.5 GHz) Science setup_1,4,4
X22569170,X22569170,uid://A001/X2c0/X30d6,B6 Pointing Setup,4,4
X30805206,X30805206,uid://A001/X2c0/X30d6,SkyCont(343.5 GHz) Science setup_1,4,4
X7554674,X7554674,uid://A001/X2c0/X30d7,B6 Pointing Setup,4,4
X23499341,X23499341,uid://A001/X2c0/X30d7,SkyCont(343.5 GHz) Science setup_1,4,4
X6995275,X6995275,uid://A001/X2c0/X30d8,B6 Pointing Setup,4,4
X8436411,X8436411,uid://A001/X2c0/X30d8,SkyCont(343.5 GHz) Science setup_1,4,4
X26585319,X26585319,uid://A001/X2c0/X30d9,B6 Pointing Setup,4,4
X22379455,X22379455,uid://A001/X2c0/X30d9,SkyCont(343.5 GHz) Science setup_1,4,4
X5335821,X5335821,uid://A001/X2c0/X30da,B6 Pointing Setup,4,4
X3503152,X3503152,uid://A001/X2c0/X30da,SkyCont(343.5 GHz) Science setup_1,4,4
X28786070,X28786070,uid://A001/X2c0/X30db,B6 Pointing Setup,4,4
X13061846,X13061846,uid://A001/X2c0/X30db,SkyCont(343.5 GHz) Science setup_1,4,4
X23319108,X23319108,uid://A001/X2c0/X30dc,B6 Pointing Setup,4,4
X26903425,X26903425,uid://A001/X2c0/X30dc,SkyCont(343.5 GHz) Science setup_1,4,4
X9408484,X9408484,uid://A001/X2c0/X30dd,B6 Pointing Setup,4,4
X720581,X720581,uid://A001/X2c0/X30dd,SkyCont(343.5 GHz) Science setup_1,4,4
X17732921,X17732921,uid://A001/X2c0/X30de,B6 Pointing Setup,4,4
X12126376,X12126376,uid://A001/X2c0/X30de,SkyCont(343.5 GHz) Science setup_1,4,4
X33359064,X33359064,uid://A001/X2c0/X30df,B6 Pointing Setup,4,4
X32417330,X32417330,uid://A001/X2c0/X30df,SkyCont(343.5 GHz) Science setup_1,4,4
X33110612,X33110612,uid://A001/X2c0/X30e0,B6 Pointing Setup,4,4
X12310690,X12310690,uid://A001/X2c0/X30e0,SkyCont(343.5 GHz) Science setup_1,4,4
X16464732,X16464732,uid://A001/X2c0/X30e2,B6 Pointing Setup,4,4
X9445814,X9445814,uid://A001/X2c0/X30e2,CO  v=0 2-1 Science setup,4,4
X31012885,X31012885,uid://A001/X2c0/X30e2,CO  v=0 2-1 Science setup_1,4,4
X4581938,X4581938,uid://A001/X2c0/X324e,B6 Pointing Setup,4,4
X32920513,X32920513,uid://A001/X2c0/X324e,CO v=0 2-1 Science setup,4,4
X397001,X397001,uid://A001/X2c0/X324e,CO v=0 2-1 Science setup_1,4,4
X10277936,X10277936,uid://A001/X2c0/X324f,B6 Pointing Setup,4,4
X749192,X749192,uid://A001/X2c0/X324f,CO v=0 2-1 Science setup,4,4
X31680956,X31680956,uid://A001/X2c0/X324f,CO v=0 2-1 Science setup_1,4,4
X919058,X919058,uid://A001/X2c0/X3250,B6 Pointing Setup,4,4
X5956877,X5956877,uid://A001/X2c0/X3250,CO v=0 2-1 Science setup,4,4
X21770615,X21770615,uid://A001/X2c0/X3250,CO v=0 2-1 Science setup_1,4,4
X20257330,X20257330,uid://A001/X2c0/X3251,B6 Pointing Setup,4,4
X27763606,X27763606,uid://A001/X2c0/X3251,CO v=0 2-1 Science setup (topo)_1,4,4
X9454265,X9454265,uid://A001/X2c0/X3251,Delay Setup,4,4
X11991161,X11991161,uid://A001/X2c0/X3252,B6 Pointing Setup,4,4
X24092134,X24092134,uid://A001/X2c0/X3252,CO v=0 2-1 Science setup_1,4,4
X26620581,X26620581,uid://A001/X2c0/X3252,Delay Setup,4,4
X24703768,X24703768,uid://A001/X2c0/X3761,B6 Pointing Setup,4,4
X24607281,X24607281,uid://A001/X2c0/X3761,SO 3_ v=0 6(5)-5(4) Science setup,4,4
X13122890,X13122890,uid://A001/X2c0/X3761,SO 3_ v=0 6(5)-5(4) Science setup_1,4,4
X10150902,X10150902,uid://A001/X2c0/X3762,B6 Pointing Setup,4,4
X13678308,X13678308,uid://A001/X2c0/X3762,SO 3_ v=0 6(5)-5(4) Science setup,4,4
X6171207,X6171207,uid://A001/X2c0/X3762,SO 3_ v=0 6(5)-5(4) Science setup_1,4,4
X10339514,X10339514,uid://A001/X2c0/X3762,SO 3_ v=0 6(5)-5(4) Science setup,4,4
X9451886,X9451886,uid://A001/X2c0/X3763,B6 Pointing Setup,4,4
X23891624,X23891624,uid://A001/X2c0/X3763,SO 3_ v=0 6(5)-5(4) Science setup,4,4
X22246635,X22246635,uid://A001/X2c0/X3763,SO 3_ v=0 6(5)-5(4) Science setup_1,4,4
X14140402,X14140402,uid://A001/X2c0/X3763,SO 3_ v=0 6(5)-5(4) Science setup,4,4
X32728882,X32728882,uid://A001/X2c0/X3764,B6 Pointing Setup,4,4
X22680187,X22680187,uid://A001/X2c0/X3764,SO 3_ v=0 6(5)-5(4) Science setup,4,4
X21564496,X21564496,uid://A001/X2c0/X3764,SO 3_ v=0 6(5)-5(4) Science setup_1,4,4
X8426686,X8426686,uid://A001/X2c0/X3765,B6 Pointing Setup,4,4
X20200036,X20200036,uid://A001/X2c0/X3765,SO 3_ v=0 6(5)-5(4) Science setup,4,4
X15270000,X15270000,uid://A001/X2c0/X3765,SO 3_ v=0 6(5)-5(4) Science setup_1,4,4
X25128923,X25128923,uid://A001/X2c0/X3766,B6 Pointing Setup,4,4
X17387975,X17387975,uid://A001/X2c0/X3766,SO 3_ v=0 6(5)-5(4) Science setup,4,4
X1943590,X1943590,uid://A001/X2c0/X3766,SO 3_ v=0 6(5)-5(4) Science setup_1,4,4
X21440109,X21440109,uid://A001/X2c0/X3767,B6 Pointing Setup,4,4
X17665279,X17665279,uid://A001/X2c0/X3767,SO 3_ v=0 6(5)-5(4) Science setup,4,4
X5814212,X5814212,uid://A001/X2c0/X3767,SO 3_ v=0 6(5)-5(4) Science setup_1,4,4
X25956315,X25956315,uid://A001/X2c0/X3737,B3 Pointing Setup,4,4
X32499696,X32499696,uid://A001/X2c0/X3737,CO v=0 1-0 Science setup,4,4
X23504207,X23504207,uid://A001/X2c0/X3737,CO v=0 1-0 Science setup_1,4,4
X21692613,X21692613,uid://A001/X2c0/X3738,B3 Pointing Setup,4,4
X32304970,X32304970,uid://A001/X2c0/X3738,CO v=0 1-0 Science setup,4,4
X19951359,X19951359,uid://A001/X2c0/X3738,CO v=0 1-0 Science setup_1,4,4
X31774929,X31774929,uid://A001/X2c0/X3300,B6 Pointing Setup,4,4
X19177255,X19177255,uid://A001/X2c0/X3300,C18O 2-1 Science setup,4,7
X17170218,X17170218,uid://A001/X2c0/X3300,C18O 2-1 Science setup_1,4,7
X19381238,X19381238,uid://A001/X2c0/X3300,C18O 2-1 Science setup,4,7
X20792035,X20792035,uid://A001/X2c0/X3300,C18O 2-1 Science setup,4,7
X5784099,X5784099,uid://A001/X2c0/X3300,C18O 2-1 Science setup,4,7
X8452354,X8452354,uid://A001/X2c0/X3300,C18O 2-1 Science setup,4,7
X22761793,X22761793,uid://A001/X2c0/X3300,C18O 2-1 Science setup,4,7
X30977357,X30977357,uid://A001/X2c0/X35d2,B6 Pointing Setup,4,4
X21992631,X21992631,uid://A001/X2c0/X35d2,TDM Cal Setup,4,4
X1392620,X1392620,uid://A001/X2c0/X35d2,CS v=0 5-4 Science setup,4,13
X7101935,X7101935,uid://A001/X2c0/X35d2,CS v=0 5-4 Science setup_1,4,13
X20288898,X20288898,uid://A001/X2c0/X35d3,B6 Pointing Setup,4,4
X17597501,X17597501,uid://A001/X2c0/X35d3,TDM Cal Setup,4,4
X26393828,X26393828,uid://A001/X2c0/X35d3,CS v=0 5-4 Science setup,4,13
X12462310,X12462310,uid://A001/X2c0/X35d3,CS v=0 5-4 Science setup_1,4,13
X9555250,X9555250,uid://A001/X2c0/X35d4,B6 Pointing Setup,4,4
X29220739,X29220739,uid://A001/X2c0/X35d4,TDM Cal Setup,4,4
X45119,X45119,uid://A001/X2c0/X35d4,CS v=0 5-4 Science setup,4,13
X11879652,X11879652,uid://A001/X2c0/X35d4,CS v=0 5-4 Science setup_1,4,13
X18127366,X18127366,uid://A001/X2c0/X2106,B6 Pointing Setup,4,4
X22868581,X22868581,uid://A001/X2c0/X2106,CO v=0 3-2 Science setup_1,2,2
X26990739,X26990739,uid://A001/X2c0/X2107,B6 Pointing Setup,4,4
X14667020,X14667020,uid://A001/X2c0/X2107,CO v=0 2-1 Science setup_1,2,2
X597215,X597215,uid://A001/X2c0/X2108,B6 Pointing Setup,4,4
X15032166,X15032166,uid://A001/X2c0/X2108,HCN v=0 J=3-2 Science setup_1,2,2
X8360243,X8360243,uid://A001/X2c0/X360e,B6 Pointing Setup,4,4
X312003,X312003,uid://A001/X2c0/X360e,CII 2P3/2-2P1/2 Science setup_1,4,4
X23387560,X23387560,uid://A001/X2c0/X360f,B3 Pointing Setup,4,4
X23053722,X23053722,uid://A001/X2c0/X360f,CO v=0 5-4 Science setup_1,4,4
X27878836,X27878836,uid://A001/X2c0/X3610,B6 Pointing Setup,4,4
X22347316,X22347316,uid://A001/X2c0/X3610,NII 3P1-3P0 Science setup_1,4,4
X5582209,X5582209,uid://A001/X2c0/X3611,B6 Pointing Setup,4,4
X26822389,X26822389,uid://A001/X2c0/X3611,CO(7-6)/CI(2-1) Science setup_1,4,4
X23345421,X23345421,uid://A001/X2c0/X3ed1,B6 Pointing Setup,4,4
X26430305,X26430305,uid://A001/X2c0/X3ed1,CO v=0 3-2 Science setup_1,4,4
X10450050,X10450050,uid://A001/X2c0/X3ed2,B6 Pointing Setup,4,4
X831238,X831238,uid://A001/X2c0/X3ed2,CO v=0 3-2 Science setup_1,4,4
X1168327,X1168327,uid://A001/X2c0/X3ed3,B6 Pointing Setup,4,4
X73218,X73218,uid://A001/X2c0/X3ed3,CO v=0 3-2 Science setup_1,4,4
X25225415,X25225415,uid://A001/X2c0/X3ed4,B6 Pointing Setup,4,4
X32989191,X32989191,uid://A001/X2c0/X3ed4,CO v=0 3-2 Science setup_1,4,4
X15348815,X15348815,uid://A001/X2c0/X3ed5,B6 Pointing Setup,4,4
X13449103,X13449103,uid://A001/X2c0/X3ed5,CO v=0 3-2 Science setup_1,4,4
X24486614,X24486614,uid://A001/X2c0/X3ed6,B6 Pointing Setup,4,4
X23581102,X23581102,uid://A001/X2c0/X3ed6,CO v=0 3-2 Science setup_1,4,4
X2530663,X2530663,uid://A001/X2c0/X3ed7,B6 Pointing Setup,4,4
X6566770,X6566770,uid://A001/X2c0/X3ed7,CO v=0 3-2 Science setup_1,4,4
X2981278,X2981278,uid://A001/X2c0/X3ed8,B6 Pointing Setup,4,4
X13049339,X13049339,uid://A001/X2c0/X3ed8,CO v=0 3-2 Science setup_1,4,4
X17231595,X17231595,uid://A001/X2c0/X3ed9,B6 Pointing Setup,4,4
X26071609,X26071609,uid://A001/X2c0/X3ed9,CO v=0 3-2 Science setup_1,4,4
X17982815,X17982815,uid://A001/X2c0/X3eda,B6 Pointing Setup,4,4
X24049747,X24049747,uid://A001/X2c0/X3eda,CO v=0 3-2 Science setup_1,4,4
X5925667,X5925667,uid://A001/X2c0/X3edb,B6 Pointing Setup,4,4
X11765045,X11765045,uid://A001/X2c0/X3edb,CO v=0 3-2 Science setup_1,4,4
X3405524,X3405524,uid://A001/X2c0/X3edc,B6 Pointing Setup,4,4
X24816840,X24816840,uid://A001/X2c0/X3edc,CO v=0 3-2 Science setup_1,4,4
X5509665,X5509665,uid://A001/X2c0/X3edd,B6 Pointing Setup,4,4
X11269270,X11269270,uid://A001/X2c0/X3edd,CO v=0 3-2 Science setup_1,4,4
X11706734,X11706734,uid://A001/X2c0/X3ede,B6 Pointing Setup,4,4
X22294989,X22294989,uid://A001/X2c0/X3ede,CO v=0 3-2 Science setup_1,4,4
X16804102,X16804102,uid://A001/X2c0/X3edf,B6 Pointing Setup,4,4
X11847913,X11847913,uid://A001/X2c0/X3edf,CO v=0 3-2 Science setup_1,4,4
X2591081,X2591081,uid://A001/X2c0/X3ee0,B6 Pointing Setup,4,4
X22869058,X22869058,uid://A001/X2c0/X3ee0,CO v=0 3-2 Science setup_1,4,4
X14072700,X14072700,uid://A001/X2c0/X36f4,B3 Pointing Setup,4,4
X277032,X277032,uid://A001/X2c0/X36f4,SkyCont(97.5 GHz) Science setup_1,4,4
X4427577,X4427577,uid://A001/X2c0/X36f5,B6 Pointing Setup,4,4
X21121772,X21121772,uid://A001/X2c0/X36f5,SkyCont(343.5 GHz) Science setup_1,4,4
X30736822,X30736822,uid://A001/X2c0/X3bad,B6 Pointing Setup,4,4
X18749031,X18749031,uid://A001/X2c0/X3bad,CO v=0 2-1 Science setup,4,5
X19618453,X19618453,uid://A001/X2c0/X3bad,CO v=0 2-1 Science setup_1,4,5
X28396224,X28396224,uid://A001/X2c0/X3bae,B6 Pointing Setup,4,4
X18541390,X18541390,uid://A001/X2c0/X3bae,CO v=0 2-1 Science setup,4,5
X5590411,X5590411,uid://A001/X2c0/X3bae,CO v=0 2-1 Science setup_1,4,5
X12776499,X12776499,uid://A001/X2c0/X3db8,B6 Pointing Setup,4,4
X28766212,X28766212,uid://A001/X2c0/X3db8,CO v=0 2-1 Science setup_1,4,4
X23926800,X23926800,uid://A001/X2c0/X3db3,B6 Pointing Setup,4,4
X8730582,X8730582,uid://A001/X2c0/X3db3,HCO+ v=0 4-3 Science setup,3,3
X26023157,X26023157,uid://A001/X2c0/X3db3,HCO+ v=0 4-3 Science setup_1,3,3
X22261146,X22261146,uid://A001/X2c0/X3db4,B6 Pointing Setup,4,4
X7026879,X7026879,uid://A001/X2c0/X3db4,HCO+ v=0 4-3 Science setup,3,3
X25539129,X25539129,uid://A001/X2c0/X3db4,HCO+ v=0 4-3 Science setup_1,3,3
X8495248,X8495248,uid://A001/X2c0/X3db5,B6 Pointing Setup,4,4
X1540482,X1540482,uid://A001/X2c0/X3db5,"CN v=0 N=3-2, J=5/2-3/2, F=5/2-3/2 Science setup",3,3
X4824244,X4824244,uid://A001/X2c0/X3db5,"CN v=0 N=3-2, J=5/2-3/2, F=5/2-3/2 Science setup_1",3,3
X16055104,X16055104,uid://A001/X2c0/X3db6,B6 Pointing Setup,4,4
X13169937,X13169937,uid://A001/X2c0/X3db6,"CN v=0 N=3-2, J=5/2-3/2, F=5/2-3/2 Science setup",3,3
X5074074,X5074074,uid://A001/X2c0/X3db6,"CN v=0 N=3-2, J=5/2-3/2, F=5/2-3/2 Science setup_1",3,3
X9982863,X9982863,uid://A001/X2c0/X3ec8,B6 Pointing Setup,4,4
X26120228,X26120228,uid://A001/X2c0/X3ec8,[NII]205um Science setup_1,4,4
X1395374,X1395374,uid://A001/X2c0/X3ec9,B6 Pointing Setup,4,4
X18716857,X18716857,uid://A001/X2c0/X3ec9,[NII] 205um 1 Science setup_1,4,4
X5430724,X5430724,uid://A001/X2c0/X3eca,B6 Pointing Setup,4,4
X19508051,X19508051,uid://A001/X2c0/X3eca,[NII] 205um 1 Science setup_1,4,4
X24036025,X24036025,uid://A001/X2c0/X3ecb,B6 Pointing Setup,4,4
X6209679,X6209679,uid://A001/X2c0/X3ecb,[NII] 205um Science setup_1,4,4
X4888888,X4888888,uid://A001/X2c0/X3ecc,B6 Pointing Setup,4,4
X13615632,X13615632,uid://A001/X2c0/X3ecc,[NII] 205um Science setup_1,4,4
X8733177,X8733177,uid://A001/X2c0/X3ecd,B6 Pointing Setup,4,4
X19452335,X19452335,uid://A001/X2c0/X3ecd,[CII] Science setup_1,4,4
X32304144,X32304144,uid://A001/X2c0/X3ece,B6 Pointing Setup,4,4
X6451890,X6451890,uid://A001/X2c0/X3ece,[CII] Science setup_1,4,4
X2426246,X2426246,uid://A001/X2c0/X3ecf,B6 Pointing Setup,4,4
X29461193,X29461193,uid://A001/X2c0/X3ecf,[CII] Science setup_1,4,4
X11337056,X11337056,uid://A001/X2c0/X3dd1,B3 Pointing Setup,4,4
X31088260,X31088260,uid://A001/X2c0/X3dd1,CO v=0 1-0 Science setup_1,4,4
X24819312,X24819312,uid://A001/X2c0/X31a4,B3 Pointing Setup,4,4
X2709754,X2709754,uid://A001/X2c0/X31a4,CO v=0 1-0 Science setup_1,4,4
X17665912,X17665912,uid://A001/X2c0/X31a6,B3 Pointing Setup,4,4
X30837783,X30837783,uid://A001/X2c0/X31a6,CO v=0 1-0 Science setup_1,4,4
X23517067,X23517067,uid://A001/X2c0/X31a7,B3 Pointing Setup,4,4
X33316325,X33316325,uid://A001/X2c0/X31a7,CO v=0 1-0 Science setup_1,4,4
X9569577,X9569577,uid://A001/X2c0/X31a8,B6 Pointing Setup,4,4
X11076637,X11076637,uid://A001/X2c0/X31a8,CO v=0 4-3 Science setup_1,4,4
X5012839,X5012839,uid://A001/X2c0/X31a9,B6 Pointing Setup,4,4
X30442608,X30442608,uid://A001/X2c0/X31a9,cont3 Science setup_1,4,4
X31032384,X31032384,uid://A001/X2c0/X31aa,B6 Pointing Setup,4,4
X16833298,X16833298,uid://A001/X2c0/X31aa,CO v=0 4-3 Science setup_1,4,4
X24559808,X24559808,uid://A001/X2c0/X31ab,B3 Pointing Setup,4,4
X20680416,X20680416,uid://A001/X2c0/X31ab,CO v=0 1-0 Science setup_1,4,4
X20657395,X20657395,uid://A001/X2c0/X31ac,B3 Pointing Setup,4,4
X29007913,X29007913,uid://A001/X2c0/X31ac,CO v=0 1-0 Science setup_1,4,4
X16342259,X16342259,uid://A001/X2c0/X31ad,B6 Pointing Setup,4,4
X6826424,X6826424,uid://A001/X2c0/X31ad,CO v=0 4-3 Science setup_1,4,4
X395146,X395146,uid://A001/X2c0/X31ae,B6 Pointing Setup,4,4
X375632,X375632,uid://A001/X2c0/X31ae,CO v=0 4-3 Science setup_1,4,4
X11207251,X11207251,uid://A001/X2c0/X31af,B3 Pointing Setup,4,4
X22513360,X22513360,uid://A001/X2c0/X31af,CO v=0 1-0 Science setup_1,4,4
X5281314,X5281314,uid://A001/X2c0/X31b0,B6 Pointing Setup,4,4
X12199286,X12199286,uid://A001/X2c0/X31b0,CO v=0 4-3 Science setup_1,4,4
X9583080,X9583080,uid://A001/X2c0/X31b1,B3 Pointing Setup,4,4
X29624728,X29624728,uid://A001/X2c0/X31b1,CO v=0 1-0 Science setup_1,4,4
X31572429,X31572429,uid://A001/X2c0/X31b1,CO v=0 1-0 Science setup_2,4,4
X2963133,X2963133,uid://A001/X2c0/X31b2,B3 Pointing Setup,4,4
X3685140,X3685140,uid://A001/X2c0/X31b2,CO v=0 1-0 Science setup_1,4,4
