specRef,specRef,SB_UID,Name,BaseBands,SPWs
X1797014,X1797014,uid://A001/X2c0/X32dd,CII 299038 Science setup_1,4,4
X11443531,X11443531,uid://A001/X2c0/X32de,B6 Pointing Setup,4,4
X24477842,X24477842,uid://A001/X2c0/X32de,CII 277491 Science setup_1,4,4
X308567,X308567,uid://A001/X2c0/X32df,B6 Pointing Setup,4,4
X21092246,X21092246,uid://A001/X2c0/X32df,CII 277491 Science setup_1,4,4
X30560752,X30560752,uid://A001/X2c0/X246c,B6 Pointing Setup,4,4
X25792303,X25792303,uid://A001/X2c0/X246c,CO v=0 2-1 Science setup_1,4,4
X28868015,X28868015,uid://A001/X2c0/X246d,B6 Pointing Setup,4,4
X25642067,X25642067,uid://A001/X2c0/X246d,CO v=0 2-1 Science setup_1,4,4
X16604599,X16604599,uid://A001/X2c0/X3588,B6 Pointing Setup,4,4
X18179966,X18179966,uid://A001/X2c0/X3588,SkyCont(221.0625 GHz) Science setup_1,4,4
X33531372,X33531372,uid://A001/X2c0/X3589,B6 Pointing Setup,4,4
X6741660,X6741660,uid://A001/X2c0/X3589,SkyCont(221.0625 GHz) Science setup_1,4,4
X4597949,X4597949,uid://A001/X2c0/X4037,B6 Pointing Setup,4,4
X13283056,X13283056,uid://A001/X2c0/X4037,CO v=0 2-1 Science setup,4,4
X2879184,X2879184,uid://A001/X2c0/X4037,CO v=0 2-1 Science setup_1,4,4
X5650305,X5650305,uid://A001/X2c0/X4038,B6 Pointing Setup,4,4
X21409331,X21409331,uid://A001/X2c0/X4038,CO v=0 2-1 Science setup,4,4
X31191352,X31191352,uid://A001/X2c0/X4038,CO v=0 2-1 Science setup_1,4,4
X16258431,X16258431,uid://A001/X2c0/X4039,B6 Pointing Setup,4,4
X5269277,X5269277,uid://A001/X2c0/X4039,CO v=0 2-1 Science setup (topo)_1,4,4
X29876534,X29876534,uid://A001/X2c0/X4039,Delay Setup,4,4
X1860155,X1860155,uid://A001/X2c0/X403a,B6 Pointing Setup,4,4
X31207230,X31207230,uid://A001/X2c0/X403a,CO v=0 2-1 Science setup_1,4,4
X5269084,X5269084,uid://A001/X2c0/X403a,Delay Setup,4,4
X10549577,X10549577,uid://A001/X2c0/X2722,B6 Pointing Setup,4,4
X11046332,X11046332,uid://A001/X2c0/X2722,HCN v=0 J=4-3 Science setup_1,4,4
X19342293,X19342293,uid://A001/X2c0/X2723,B6 Pointing Setup,4,4
X30999787,X30999787,uid://A001/X2c0/X2723,CO v=0 4-3 Science setup_1,4,4
X26475057,X26475057,uid://A001/X2c0/X2724,B6 Pointing Setup,4,4
X17992056,X17992056,uid://A001/X2c0/X2724,HNC v=0 J=4-3 Science setup_1,4,4
X10310006,X10310006,uid://A001/X2c0/X3745,B6 Pointing Setup,4,4
X32758231,X32758231,uid://A001/X2c0/X3745,OH upper Science setup_1,2,2
X63015,X63015,uid://A001/X2c0/X3746,B6 Pointing Setup,4,4
X4812580,X4812580,uid://A001/X2c0/X3746,OH upper Science setup_1,2,2
X5604535,X5604535,uid://A001/X2c0/X3747,B6 Pointing Setup,4,4
X15872646,X15872646,uid://A001/X2c0/X3747,OH upper Science setup_1,2,2
X17184895,X17184895,uid://A001/X2c0/X3748,B6 Pointing Setup,4,4
X9417521,X9417521,uid://A001/X2c0/X3748,OH upper Science setup_1,2,2
X7370014,X7370014,uid://A001/X2c0/X3749,B6 Pointing Setup,4,4
X27117564,X27117564,uid://A001/X2c0/X3749,OH upper Science setup_1,2,2
X25035470,X25035470,uid://A001/X2c0/X374a,B6 Pointing Setup,4,4
X29399232,X29399232,uid://A001/X2c0/X374a,OH upper Science setup_1,2,2
X15588530,X15588530,uid://A001/X2c0/X32b7,B6 Pointing Setup,4,4
X16987263,X16987263,uid://A001/X2c0/X32b7,CII 2P3/2-2P1/2 Science setup_1,4,4
X10522536,X10522536,uid://A001/X2c0/X262c,B6 Pointing Setup,4,4
X12575875,X12575875,uid://A001/X2c0/X262c,"HDO 1(1,1)-0(0,0) Science setup",4,4
X16766725,X16766725,uid://A001/X2c0/X262c,"HDO 1(1,1)-0(0,0) Science setup_1",4,4
X11154474,X11154474,uid://A001/X2c0/X262d,B6 Pointing Setup,4,4
X8494098,X8494098,uid://A001/X2c0/X262d,"HDO 1(1,1)-0(0,0) Science setup",4,4
X32079485,X32079485,uid://A001/X2c0/X262d,"HDO 1(1,1)-0(0,0) Science setup_1",4,4
X18278921,X18278921,uid://A001/X2c0/X262e,B6 Pointing Setup,4,4
X5570219,X5570219,uid://A001/X2c0/X262e,"HDO 1(1,1)-0(0,0) Science setup",4,4
X22450841,X22450841,uid://A001/X2c0/X262e,"HDO 1(1,1)-0(0,0) Science setup_1",4,4
X33196182,X33196182,uid://A001/X2c0/X262e,"HDO 1(1,1)-0(0,0) Science setup",4,4
X30601527,X30601527,uid://A001/X2c0/X32b9,B4 Pointing Setup,4,4
X31087808,X31087808,uid://A001/X2c0/X32b9,CO v=0 2-1 Science setup_1,4,4
X32735099,X32735099,uid://A001/X2c0/X32ba,B4 Pointing Setup,4,4
X19471613,X19471613,uid://A001/X2c0/X32ba,CO v=0 2-1 Science setup_1,4,4
X28546488,X28546488,uid://A001/X2c0/X22c9,B6 Pointing Setup,4,4
X33023189,X33023189,uid://A001/X2c0/X22c9,CO v=0 3-2 Science setup_1,4,4
X2320383,X2320383,uid://A001/X2c0/X22ca,B6 Pointing Setup,4,4
X7698441,X7698441,uid://A001/X2c0/X22ca,CO v=0 3-2 Science setup_1,4,4
X11936007,X11936007,uid://A001/X2c0/X3e6a,B6 Pointing Setup,4,4
X14833635,X14833635,uid://A001/X2c0/X3e6a,"SiO,H2S,H2CO,DCN,CH3OH,HC3N Science setup",4,4
X5823195,X5823195,uid://A001/X2c0/X3e6a,"SiO,H2S,H2CO,DCN,CH3OH,HC3N Science setup_1",4,4
X11055364,X11055364,uid://A001/X2c0/X3e6b,B6 Pointing Setup,4,4
X17334904,X17334904,uid://A001/X2c0/X3e6b,"SiO,H2S,H2CO,DCN,CH3OH,HC3N Science setup",4,4
X12397264,X12397264,uid://A001/X2c0/X3e6b,"SiO,H2S,H2CO,DCN,CH3OH,HC3N Science setup_1",4,4
X28069054,X28069054,uid://A001/X2c0/X3e6c,B3 Pointing Setup,4,4
X11941549,X11941549,uid://A001/X2c0/X3e6c,N2H+ Science setup,4,4
X4235859,X4235859,uid://A001/X2c0/X3e6c,N2H+ Science setup_1,4,4
X26637638,X26637638,uid://A001/X2c0/X3e6d,B3 Pointing Setup,4,4
X22545765,X22545765,uid://A001/X2c0/X3e6d,N2H+ Science setup,4,4
X1812018,X1812018,uid://A001/X2c0/X3e6d,N2H+ Science setup_1,4,4
X9414035,X9414035,uid://A001/X2c0/X230e,B3 Pointing Setup,4,4
X27401037,X27401037,uid://A001/X2c0/X230e,CO v=0 6-5 Science setup_1,4,4
X22825505,X22825505,uid://A001/X2c0/X35e3,B3 Pointing Setup,4,4
X4905276,X4905276,uid://A001/X2c0/X35e3,CO v=0 1-0 Science setup_1,4,4
X18464226,X18464226,uid://A001/X2c0/X3725,B6 Pointing Setup,4,4
X9370808,X9370808,uid://A001/X2c0/X3725,N2D+ J=3-2 Science setup,4,5
X10301477,X10301477,uid://A001/X2c0/X3725,N2D+ J=3-2 Science setup_1,4,5
X23200780,X23200780,uid://A001/X2c0/X3725,N2D+ J=3-2 Science setup,4,5
X12031659,X12031659,uid://A001/X2c0/X3725,N2D+ J=3-2 Science setup,4,5
X10073664,X10073664,uid://A001/X2c0/X3725,N2D+ J=3-2 Science setup,4,5
X29414674,X29414674,uid://A001/X2c0/X3726,B6 Pointing Setup,4,4
X27155904,X27155904,uid://A001/X2c0/X3726,N2D+ J=3-2 Science setup,4,5
X5982843,X5982843,uid://A001/X2c0/X3726,N2D+ J=3-2 Science setup_1,4,5
X12283521,X12283521,uid://A001/X2c0/X3726,N2D+ J=3-2 Science setup,4,5
X9022235,X9022235,uid://A001/X2c0/X3726,N2D+ J=3-2 Science setup,4,5
X24440244,X24440244,uid://A001/X2c0/X3727,B6 Pointing Setup,4,4
X9628301,X9628301,uid://A001/X2c0/X3727,N2D+ J=3-2 Science setup,4,5
X14489261,X14489261,uid://A001/X2c0/X3727,N2D+ J=3-2 Science setup_1,4,5
X16430120,X16430120,uid://A001/X2c0/X3727,N2D+ J=3-2 Science setup,4,5
X14949545,X14949545,uid://A001/X2c0/X2e28,B6 Pointing Setup,4,4
X3645328,X3645328,uid://A001/X2c0/X2e28,CII 2P3/2-2P1/2 Science setup_1,4,4
X3880438,X3880438,uid://A001/X2c0/X2e29,B3 Pointing Setup,4,4
X7052328,X7052328,uid://A001/X2c0/X2e29,CO v=0 6-5 Science setup_1,4,4
X26335280,X26335280,uid://A001/X2c0/X22d9,B6 Pointing Setup,4,4
X32241032,X32241032,uid://A001/X2c0/X22d9,SkyCont(343.5 GHz) Science setup_1,4,4
X27014562,X27014562,uid://A001/X2c0/X3f22,B6 Pointing Setup,4,4
X31331240,X31331240,uid://A001/X2c0/X3f22,Continuum Science setup,4,4
X27455868,X27455868,uid://A001/X2c0/X3f22,Continuum Science setup_1,4,4
X30473903,X30473903,uid://A001/X2c0/X3f23,B6 Pointing Setup,4,4
X28399085,X28399085,uid://A001/X2c0/X3f23,Continuum Science setup,4,4
X22086564,X22086564,uid://A001/X2c0/X3f23,Continuum Science setup_1,4,4
X24567120,X24567120,uid://A001/X2c0/X3f24,B6 Pointing Setup,4,4
X29271236,X29271236,uid://A001/X2c0/X3f24,Continuum Science setup,4,4
X31392299,X31392299,uid://A001/X2c0/X3f24,Continuum Science setup_1,4,4
X14419811,X14419811,uid://A001/X2c0/X22cc,B3 Pointing Setup,4,4
X10950871,X10950871,uid://A001/X2c0/X22cc,HCO+ v=0 1-0 Science setup,4,4
X5083429,X5083429,uid://A001/X2c0/X22cc,HCO+ v=0 1-0 Science setup_1,4,4
X2270971,X2270971,uid://A001/X2c0/X22cd,B4 Pointing Setup,4,4
X33117796,X33117796,uid://A001/X2c0/X22cd,DCO+ v=0 J=2-1 Science setup,4,4
X18980017,X18980017,uid://A001/X2c0/X22cd,DCO+ v=0 J=2-1 Science setup_1,4,4
X1332888,X1332888,uid://A001/X2c0/X2312,B3 Pointing Setup,4,4
X4948802,X4948802,uid://A001/X2c0/X2312,N15NH+ J=1-0 Science setup,4,5
X14073817,X14073817,uid://A001/X2c0/X2312,N15NH+ J=1-0 Science setup_1,4,5
X7129724,X7129724,uid://A001/X2c0/X2313,B4 Pointing Setup,4,4
X26217727,X26217727,uid://A001/X2c0/X2313,N2D+ J=2-1 Science setup,4,4
X6724296,X6724296,uid://A001/X2c0/X2313,N2D+ J=2-1 Science setup_1,4,4
X26056389,X26056389,uid://A001/X2c0/X2310,B3 Pointing Setup,4,4
X12516212,X12516212,uid://A001/X2c0/X2310,TDM Cal Setup,4,4
X10653069,X10653069,uid://A001/X2c0/X2310,CO(2-1) Science setup,3,3
X5526552,X5526552,uid://A001/X2c0/X2310,CO(2-1) Science setup_1,3,3
X6437155,X6437155,uid://A001/X2c0/X2305,B4 Pointing Setup,4,4
X7413714,X7413714,uid://A001/X2c0/X2305,CO v=0 2-1 Science setup_1,4,4
X14513154,X14513154,uid://A001/X2c0/X2ded,B6 Pointing Setup,4,4
X5795895,X5795895,uid://A001/X2c0/X2ded,C18O 2-1 Science setup,4,7
X13018554,X13018554,uid://A001/X2c0/X2ded,C18O 2-1 Science setup_1,4,7
X4981038,X4981038,uid://A001/X2c0/X3ff2,B3 Pointing Setup,4,4
X1472275,X1472275,uid://A001/X2c0/X3ff2,"H2O v2=1 4(4,0)-5(3,3) Science setup",4,6
X29602061,X29602061,uid://A001/X2c0/X3ff2,"H2O v2=1 4(4,0)-5(3,3) Science setup_1",4,6
X2285290,X2285290,uid://A001/X2c0/X3ff3,B4 Pointing Setup,4,4
X31197944,X31197944,uid://A001/X2c0/X3ff3,"H2O v2=2 3(3,1)-4(2,2) Science setup",4,4
X16714934,X16714934,uid://A001/X2c0/X3ff3,"H2O v2=2 3(3,1)-4(2,2) Science setup_1",4,4
X8760650,X8760650,uid://A001/X2c0/X3ff4,B6 Pointing Setup,4,4
X15941168,X15941168,uid://A001/X2c0/X3ff4,"H2O v=0 14(4,10)-15(3,13) Science setup",4,4
X185076,X185076,uid://A001/X2c0/X3ff4,"H2O v=0 14(4,10)-15(3,13) Science setup_1",4,4
X725546,X725546,uid://A001/X2c0/X3ff5,B6 Pointing Setup,4,4
X23755087,X23755087,uid://A001/X2c0/X3ff5,"H2O v2=2 6(5,2)-7(4,3) Science setup",4,4
X14617581,X14617581,uid://A001/X2c0/X3ff5,"H2O v2=2 6(5,2)-7(4,3) Science setup_1",4,4
X10694716,X10694716,uid://A001/X2c0/X3ff6,B6 Pointing Setup,4,4
X165149,X165149,uid://A001/X2c0/X3ff6,"H2O v2=1 7(7,1)-8(6,2) Science setup",4,4
X19454444,X19454444,uid://A001/X2c0/X3ff6,"H2O v2=1 7(7,1)-8(6,2) Science setup_1",4,4
X30833991,X30833991,uid://A001/X2c0/X3ff7,B6 Pointing Setup,4,4
X12502488,X12502488,uid://A001/X2c0/X3ff7,"H2O v2=1 6(6,1)-7(5,2) Science setup",4,4
X11639887,X11639887,uid://A001/X2c0/X3ff7,"H2O v2=1 6(6,1)-7(5,2) Science setup_1",4,4
X19098657,X19098657,uid://A001/X2c0/X3ff8,B6 Pointing Setup,4,4
X22386890,X22386890,uid://A001/X2c0/X3ff8,"H2O v=0 10(2,9)-9(3,6) Science setup",4,4
X9528913,X9528913,uid://A001/X2c0/X3ff8,"H2O v=0 10(2,9)-9(3,6) Science setup_1",4,4
X30136450,X30136450,uid://A001/X2c0/X3ff9,B6 Pointing Setup,4,4
X26770944,X26770944,uid://A001/X2c0/X3ff9,"H2O v=0 4(2,2)-5(1,5) Science setup",4,4
X27899241,X27899241,uid://A001/X2c0/X3ff9,"H2O v=0 4(2,2)-5(1,5) Science setup_1",4,4
X19566627,X19566627,uid://A001/X2c0/X3ffa,B6 Pointing Setup,4,4
X5404699,X5404699,uid://A001/X2c0/X3ffa,"H2O v=0 17(4,13)-16(7,10) Science setup",4,4
X30855728,X30855728,uid://A001/X2c0/X3ffa,"H2O v=0 17(4,13)-16(7,10) Science setup_1",4,4
X6773123,X6773123,uid://A001/X2c0/X3ffb,B6 Pointing Setup,4,4
X20425,X20425,uid://A001/X2c0/X3ffb,"H2O v2=1-v=0, 14(7,8)-14(14,1) Science setup",4,4
X23892802,X23892802,uid://A001/X2c0/X3ffb,"H2O v2=1-v=0, 14(7,8)-14(14,1) Science setup_1",4,4
X29186079,X29186079,uid://A001/X2c0/X3ffc,B6 Pointing Setup,4,4
X5002577,X5002577,uid://A001/X2c0/X3ffc,"H2O v=0, 10(3,7)-11(2,10) Science setup",4,4
X15796365,X15796365,uid://A001/X2c0/X3ffc,"H2O v=0, 10(3,7)-11(2,10) Science setup_1",4,4
X8860860,X8860860,uid://A001/X2c0/X3ffd,B6 Pointing Setup,4,4
X16134909,X16134909,uid://A001/X2c0/X3ffd,"H2O v=0 6(4,3)-5(5,0) Science setup",4,4
X14277244,X14277244,uid://A001/X2c0/X3ffd,"H2O v=0 6(4,3)-5(5,0) Science setup_1",4,4
X28425495,X28425495,uid://A001/X2c0/X3ffe,B6 Pointing Setup,4,4
X11996453,X11996453,uid://A001/X2c0/X3ffe,"H2O v=0 7(5,2)-6(6,1) Science setup",4,4
X15415399,X15415399,uid://A001/X2c0/X3ffe,"H2O v=0 7(5,2)-6(6,1) Science setup_1",4,4
X5654798,X5654798,uid://A001/X2c0/X3fff,B6 Pointing Setup,4,4
X32543022,X32543022,uid://A001/X2c0/X3fff,"H2O v=0 6(4,2)-5(5,1) Science setup",4,4
X18507284,X18507284,uid://A001/X2c0/X3fff,"H2O v=0 6(4,2)-5(5,1) Science setup_1",4,4
X30244267,X30244267,uid://A001/X2c0/X4000,B6 Pointing Setup,4,4
X28110393,X28110393,uid://A001/X2c0/X4000,"H2O v=0 5(3,3)-4(4,0) Science setup",4,4
X20108334,X20108334,uid://A001/X2c0/X4000,"H2O v=0 5(3,3)-4(4,0) Science setup_1",4,4
X21802582,X21802582,uid://A001/X2c0/X4001,B6 Pointing Setup,4,4
X10608143,X10608143,uid://A001/X2c0/X4001,"H2O v2=2 7(2,6)-6(3,3) Science setup",4,4
X33321651,X33321651,uid://A001/X2c0/X4001,"H2O v2=2 7(2,6)-6(3,3) Science setup_1",4,4
X18384265,X18384265,uid://A001/X2c0/X4002,B6 Pointing Setup,4,4
X13165933,X13165933,uid://A001/X2c0/X4002,"H2O v2=1 1(1,0)-1(0,1) Science setup",4,4
X12440605,X12440605,uid://A001/X2c0/X4002,"H2O v2=1 1(1,0)-1(0,1) Science setup_1",4,4
X17877967,X17877967,uid://A001/X2c0/X4003,B6 Pointing Setup,4,4
X29599288,X29599288,uid://A001/X2c0/X4003,"H2O v3=1- v1=1  7(2,6)-7(2,5) Science setup",4,4
X30667979,X30667979,uid://A001/X2c0/X4003,"H2O v3=1- v1=1  7(2,6)-7(2,5) Science setup_1",4,4
X16858315,X16858315,uid://A001/X2c0/X4004,B6 Pointing Setup,4,4
X25723692,X25723692,uid://A001/X2c0/X4004,"H2O v1=1 9(2,8)-8(3,5) Science setup",4,4
X28560597,X28560597,uid://A001/X2c0/X4004,"H2O v1=1 9(2,8)-8(3,5) Science setup_1",4,4
X12788718,X12788718,uid://A001/X2c0/X4005,B6 Pointing Setup,4,4
X24406145,X24406145,uid://A001/X2c0/X4005,"H2O v=0 10(5,6)-11(2,9) Science setup",4,4
X22494262,X22494262,uid://A001/X2c0/X4005,"H2O v=0 10(5,6)-11(2,9) Science setup_1",4,4
X5759032,X5759032,uid://A001/X2c0/X4006,B6 Pointing Setup,4,4
X12492900,X12492900,uid://A001/X2c0/X4006,"H2O v=0 12(5,8)-13(2,11) Science setup",4,4
X5057882,X5057882,uid://A001/X2c0/X4006,"H2O v=0 12(5,8)-13(2,11) Science setup_1",4,4
X764067,X764067,uid://A001/X2c0/X4007,B6 Pointing Setup,4,4
X4427824,X4427824,uid://A001/X2c0/X4007,"H2O v=0 9(2,8)-8(3,5) Science setup",4,4
X18805059,X18805059,uid://A001/X2c0/X4007,"H2O v=0 9(2,8)-8(3,5) Science setup_1",4,4
X4494601,X4494601,uid://A001/X2c0/X4008,B6 Pointing Setup,4,4
X24156327,X24156327,uid://A001/X2c0/X4008,"H2O v2=1 6(2,5)-5(3,2) Science setup",4,5
X212715,X212715,uid://A001/X2c0/X4008,"H2O v2=1 6(2,5)-5(3,2) Science setup_1",4,5
X30847006,X30847006,uid://A001/X2c0/X24ae,B6 Pointing Setup,4,4
X28536464,X28536464,uid://A001/X2c0/X24ae,CO v=0 3-2 Science setup_1,4,4
X9685650,X9685650,uid://A001/X2c0/X24af,B6 Pointing Setup,4,4
X22541178,X22541178,uid://A001/X2c0/X24af,HCN v=0 J=4-3 Science setup_1,4,4
X24748912,X24748912,uid://A001/X2c0/X24b0,B6 Pointing Setup,4,4
X26561497,X26561497,uid://A001/X2c0/X24b0,CO v=0 3-2 Science setup_1,4,4
X17838587,X17838587,uid://A001/X2c0/X24b1,B6 Pointing Setup,4,4
X24311182,X24311182,uid://A001/X2c0/X24b1,HCN v=0 J=4-3 Science setup_1,4,4
X4993855,X4993855,uid://A001/X2c0/X24b2,B6 Pointing Setup,4,4
X22126276,X22126276,uid://A001/X2c0/X24b2,CO v=0 3-2 Science setup_1,4,4
X32278142,X32278142,uid://A001/X2c0/X24b3,B6 Pointing Setup,4,4
X2040714,X2040714,uid://A001/X2c0/X24b3,HCN v=0 J=4-3 Science setup_1,4,4
X886589,X886589,uid://A001/X2c0/X24b4,B6 Pointing Setup,4,4
X8568833,X8568833,uid://A001/X2c0/X24b4,CO v=0 3-2 Science setup_1,4,4
X4325031,X4325031,uid://A001/X2c0/X24b5,B6 Pointing Setup,4,4
X17222293,X17222293,uid://A001/X2c0/X24b5,HCN v=0 J=4-3 Science setup_1,4,4
X28373448,X28373448,uid://A001/X2c0/X24b6,B6 Pointing Setup,4,4
X28466037,X28466037,uid://A001/X2c0/X24b6,CO v=0 3-2 Science setup_1,4,4
X31785751,X31785751,uid://A001/X2c0/X24b7,B6 Pointing Setup,4,4
X8715418,X8715418,uid://A001/X2c0/X24b7,HCN v=0 J=4-3 Science setup_1,4,4
X30940591,X30940591,uid://A001/X2c0/X24b8,B6 Pointing Setup,4,4
X23360674,X23360674,uid://A001/X2c0/X24b8,CO v=0 3-2 Science setup_1,4,4
X13134640,X13134640,uid://A001/X2c0/X24b9,B6 Pointing Setup,4,4
X25680584,X25680584,uid://A001/X2c0/X24b9,HCN v=0 J=4-3 Science setup_1,4,4
X20787205,X20787205,uid://A001/X2c0/X23e3,B6 Pointing Setup,4,4
X27546206,X27546206,uid://A001/X2c0/X23e3,BB1 Science setup_1,4,4
X2264990,X2264990,uid://A001/X2c0/X23f1,B6 Pointing Setup,4,4
X14095889,X14095889,uid://A001/X2c0/X23f1,continuum Science setup_1,4,4
X7941709,X7941709,uid://A001/X2c0/X23f2,B6 Pointing Setup,4,4
X15390719,X15390719,uid://A001/X2c0/X23f2,continuum Science setup_1,4,4
X28067882,X28067882,uid://A001/X2c0/X23f3,B6 Pointing Setup,4,4
X19658789,X19658789,uid://A001/X2c0/X23f3,continuum Science setup_1,4,4
X33377946,X33377946,uid://A001/X2c0/X3906,B6 Pointing Setup,4,4
X31982286,X31982286,uid://A001/X2c0/X3906,N2H+ v=0 J=3-2 Science setup,4,4
X5739157,X5739157,uid://A001/X2c0/X3906,N2H+ v=0 J=3-2 Science setup_1,4,4
X7181883,X7181883,uid://A001/X2c0/X37c6,B3 Pointing Setup,4,4
X20566511,X20566511,uid://A001/X2c0/X37c6,CO v=0 1-0 Science setup_1,4,4
X8385147,X8385147,uid://A001/X2c0/X37c7,B6 Pointing Setup,4,4
X19386031,X19386031,uid://A001/X2c0/X37c7,CO(3-2) Science setup_1,4,4
X21078302,X21078302,uid://A001/X2c0/X37c8,B6 Pointing Setup,4,4
X5250869,X5250869,uid://A001/X2c0/X37c8,CO(3-2) Science setup_1,4,4
X32053932,X32053932,uid://A001/X2c0/X37c9,B6 Pointing Setup,4,4
X24217265,X24217265,uid://A001/X2c0/X37c9,CO(3-2) Science setup (topo)_1,4,4
X16889714,X16889714,uid://A001/X2c0/X37c9,Delay Setup,4,4
X24361568,X24361568,uid://A001/X2c0/X37c9,B7 Focus Setup,4,4
X29717597,X29717597,uid://A001/X2c0/X37ca,B6 Pointing Setup,4,4
X5947894,X5947894,uid://A001/X2c0/X37ca,CO(3-2) Science setup_1,4,4
X10939146,X10939146,uid://A001/X2c0/X37ca,Delay Setup,4,4
X13280369,X13280369,uid://A001/X2c0/X37ca,B7 Focus Setup,4,4
X21819319,X21819319,uid://A001/X2c0/X3908,B6 Pointing Setup,4,4
X4504450,X4504450,uid://A001/X2c0/X3908,CII 2P3/2-2P1/2 Science setup_1,4,4
X26103229,X26103229,uid://A001/X2c0/X2446,B6 Pointing Setup,4,4
X19867304,X19867304,uid://A001/X2c0/X2446,CO(4-3) at z=0.7267 Science setup_1,3,3
X18365684,X18365684,uid://A001/X2c0/X2447,B6 Pointing Setup,4,4
X30185835,X30185835,uid://A001/X2c0/X2447,CO(4-3) at z=0.7237 Science setup_1,4,4
X33321324,X33321324,uid://A001/X2c0/X2448,B6 Pointing Setup,4,4
X21753846,X21753846,uid://A001/X2c0/X2448,CO(4-3) at z=0.7257 Science setup_1,3,3
X6826938,X6826938,uid://A001/X2c0/X2449,B6 Pointing Setup,4,4
X18697971,X18697971,uid://A001/X2c0/X2449,CO(4-3) at z=0.7327 Science setup_1,4,4
X20292570,X20292570,uid://A001/X2c0/X244a,B6 Pointing Setup,4,4
X11382938,X11382938,uid://A001/X2c0/X244a,CO(4-3) at z=0.7219 Science setup_1,4,4
X26176547,X26176547,uid://A001/X2c0/X3f65,B6 Pointing Setup,4,4
X4985980,X4985980,uid://A001/X2c0/X3f65,CO v=0 2-1 Science setup,4,4
X16880010,X16880010,uid://A001/X2c0/X3f65,CO v=0 2-1 Science setup_1,4,4
X7574681,X7574681,uid://A001/X2c0/X3f66,B6 Pointing Setup,4,4
X14969101,X14969101,uid://A001/X2c0/X3f66,CO v=0 2-1 Science setup,4,4
X974940,X974940,uid://A001/X2c0/X3f66,CO v=0 2-1 Science setup_1,4,4
X15708893,X15708893,uid://A001/X2c0/X3f67,B6 Pointing Setup,4,4
X5627644,X5627644,uid://A001/X2c0/X3f67,CO v=0 2-1 Science setup (topo)_1,4,4
X32154359,X32154359,uid://A001/X2c0/X3f67,Delay Setup,4,4
X14192421,X14192421,uid://A001/X2c0/X3f68,B6 Pointing Setup,4,4
X23118792,X23118792,uid://A001/X2c0/X3f68,CO v=0 2-1 Science setup_1,4,4
X5674860,X5674860,uid://A001/X2c0/X3f68,Delay Setup,4,4
X13336407,X13336407,uid://A001/X2c0/X32f5,B6 Pointing Setup,4,4
X2808867,X2808867,uid://A001/X2c0/X32f5,CO v=0 3-2 Science setup_1,4,4
X18989788,X18989788,uid://A001/X2c0/X32f6,B6 Pointing Setup,4,4
X27858684,X27858684,uid://A001/X2c0/X32f6,CO v=0 3-2 Science setup_1,4,4
X12340426,X12340426,uid://A001/X2c0/X32f7,B6 Pointing Setup,4,4
X14836965,X14836965,uid://A001/X2c0/X32f7,CO v=0 3-2 Science setup_1,4,4
X25500628,X25500628,uid://A001/X2c0/X32f8,B6 Pointing Setup,4,4
X8690975,X8690975,uid://A001/X2c0/X32f8,CO v=0 3-2 Science setup_1,4,4
X27395629,X27395629,uid://A001/X2c0/X2bae,B6 Pointing Setup,4,4
X11468908,X11468908,uid://A001/X2c0/X2bae,SkyCont(350.0 GHz) Science setup_1,4,4
X22124037,X22124037,uid://A001/X2c0/X2baf,B6 Pointing Setup,4,4
X5462352,X5462352,uid://A001/X2c0/X2baf,SkyCont(330.2 GHz) Science setup_1,4,4
X29853458,X29853458,uid://A001/X2c0/X2bb0,B6 Pointing Setup,4,4
X30670569,X30670569,uid://A001/X2c0/X2bb0,SkyCont(351.0 GHz) Science setup_1,4,4
X28006668,X28006668,uid://A001/X2c0/X2bcd,B6 Pointing Setup,4,4
X11392329,X11392329,uid://A001/X2c0/X2bcd,CO v=0 3-2 Science setup_1,4,4
X2982206,X2982206,uid://A001/X2c0/X3dec,B3 Pointing Setup,4,4
X22934629,X22934629,uid://A001/X2c0/X3dec,HCN v=0 J=1-0 Science setup_1,4,4
X17521152,X17521152,uid://A001/X2c0/X3ded,B6 Pointing Setup,4,4
X16321811,X16321811,uid://A001/X2c0/X3ded,HCN v=0 J=3-2 Science setup_1,4,4
X22281335,X22281335,uid://A001/X2c0/X3dee,B6 Pointing Setup,4,4
X4428687,X4428687,uid://A001/X2c0/X3dee,CO v=0 3-2 Science setup_1,4,4
X10002458,X10002458,uid://A001/X2c0/X32f0,B3 Pointing Setup,4,4
X30463609,X30463609,uid://A001/X2c0/X32f0,CO v=0 1-0 Science setup_1,4,4
X18353868,X18353868,uid://A001/X2c0/X32f1,B3 Pointing Setup,4,4
X19901468,X19901468,uid://A001/X2c0/X32f1,CO(1-0) Science setup_1,4,4
X33303752,X33303752,uid://A001/X2c0/X32f2,B3 Pointing Setup,4,4
X21263169,X21263169,uid://A001/X2c0/X32f2,CO v=0 1-0 Science setup_1,4,4
X6109939,X6109939,uid://A001/X2c0/X3e82,B6 Pointing Setup,4,4
X23678201,X23678201,uid://A001/X2c0/X3e82,[CII] 158um Science setup_1,4,4
X30439175,X30439175,uid://A001/X2c0/X3e83,B6 Pointing Setup,4,4
X26732729,X26732729,uid://A001/X2c0/X3e83,[CII] 158um Science setup_1,4,4
