targetId,targetId,SB_UID,specRef,fieldRef,paramRef
X27602943,X27602943,uid://A001/X2c0/X2d17,X17154901,X17237044,X1686034
X29555913,X29555913,uid://A001/X2c0/X2d17,X17154901,X1819352,X12222410
X4735529,X4735529,uid://A001/X2c0/X3bbd,X529123,X30731725,X14267543
X2060648,X2060648,uid://A001/X2c0/X3bbd,X529123,X11573576,X32571586
X27941281,X27941281,uid://A001/X2c0/X3bbd,X14842286,X13990828,X31281301
X31112247,X31112247,uid://A001/X2c0/X3bbd,X14842286,X32769679,X23101567
X17724607,X17724607,uid://A001/X2c0/X3bbd,X14842286,X10091142,X24948311
X6704338,X6704338,uid://A001/X2c0/X3bbd,X14842286,X3955903,X2347545
X6326200,X6326200,uid://A001/X2c0/X3bbe,X15802054,X10332034,X8214341
X16774087,X16774087,uid://A001/X2c0/X3bbe,X15802054,X15729076,X28098987
X17092081,X17092081,uid://A001/X2c0/X3bbe,X7121814,X7637460,X28929098
X17969855,X17969855,uid://A001/X2c0/X3bbe,X7121814,X9394393,X28269200
X20293561,X20293561,uid://A001/X2c0/X3bbe,X7121814,X19646332,X10117210
X31354651,X31354651,uid://A001/X2c0/X3bbe,X7121814,X1196198,X25046021
X27730364,X27730364,uid://A001/X2c0/X2710,X22840038,X28592892,X15899108
X4937500,X4937500,uid://A001/X2c0/X2710,X22840038,X24057585,X20695120
X8487424,X8487424,uid://A001/X2c0/X2710,X33510444,X5542666,X20751490
X19098188,X19098188,uid://A001/X2c0/X2710,X33510444,X31595048,X26576645
X3069207,X3069207,uid://A001/X2c0/X2710,X33510444,X13472266,X4454894
X22235680,X22235680,uid://A001/X2c0/X2710,X33510444,X32490301,X3988855
X6322053,X6322053,uid://A001/X2c0/X3524,X18550370,X31803916,X19837024
X19313249,X19313249,uid://A001/X2c0/X3524,X18550370,X22662918,X31146784
X22875502,X22875502,uid://A001/X2c0/X3524,X9815703,X32296029,X18704719
X8466927,X8466927,uid://A001/X2c0/X3524,X9815703,X32886123,X8533023
X1704369,X1704369,uid://A001/X2c0/X3524,X9815703,X32886123,X27330678
X4210392,X4210392,uid://A001/X2c0/X3524,X9815703,X24007631,X113229
X8659923,X8659923,uid://A001/X2c0/X3524,X9815703,X26654085,X19025812
X20592194,X20592194,uid://A001/X2c0/X3525,X277566,X9362606,X23577566
X3559617,X3559617,uid://A001/X2c0/X3525,X277566,X10307912,X12102483
X9857557,X9857557,uid://A001/X2c0/X3525,X15055798,X25888628,X9534616
X366300,X366300,uid://A001/X2c0/X3525,X15055798,X28882747,X22134262
X20501397,X20501397,uid://A001/X2c0/X3525,X15055798,X28882747,X28984285
X14925445,X14925445,uid://A001/X2c0/X3525,X15055798,X32760730,X15763967
X1654312,X1654312,uid://A001/X2c0/X3525,X15055798,X26766117,X4631373
X27044173,X27044173,uid://A001/X2c0/X2186,X12413858,X2397356,X18697907
X7623257,X7623257,uid://A001/X2c0/X2186,X12413858,X16968331,X23019354
X22349981,X22349981,uid://A001/X2c0/X2186,X27832426,X2576757,X10469567
X3042051,X3042051,uid://A001/X2c0/X2186,X27832426,X19002446,X10451527
X27155046,X27155046,uid://A001/X2c0/X2186,X27832426,X21952646,X25400216
X4922584,X4922584,uid://A001/X2c0/X2186,X27832426,X8241279,X3100546
X24039255,X24039255,uid://A001/X2c0/X2187,X788870,X26196926,X21876813
X17308637,X17308637,uid://A001/X2c0/X2187,X788870,X21319184,X13381099
X2931128,X2931128,uid://A001/X2c0/X2187,X5563718,X4927427,X15412931
X5494650,X5494650,uid://A001/X2c0/X2187,X5563718,X6468843,X1361683
X27114199,X27114199,uid://A001/X2c0/X2187,X5563718,X21675137,X8773716
X3329012,X3329012,uid://A001/X2c0/X2187,X5563718,X10117404,X19976326
X18573816,X18573816,uid://A001/X2c0/X2188,X11025031,X11951889,X4327969
X1818756,X1818756,uid://A001/X2c0/X2188,X11025031,X16011683,X5855777
X6020156,X6020156,uid://A001/X2c0/X2188,X14163902,X6538750,X14302998
X31161282,X31161282,uid://A001/X2c0/X2188,X14163902,X11842833,X29453984
X29649453,X29649453,uid://A001/X2c0/X2188,X14163902,X32665776,X32536186
X15963220,X15963220,uid://A001/X2c0/X2188,X14163902,X20394809,X25128838
X14656645,X14656645,uid://A001/X2c0/X2189,X31342618,X9068774,X28845242
X2298013,X2298013,uid://A001/X2c0/X2189,X31342618,X26305437,X28927385
X29025562,X29025562,uid://A001/X2c0/X2189,X18303313,X15234684,X10865618
X1128323,X1128323,uid://A001/X2c0/X2189,X18303313,X29938917,X22092533
X33389380,X33389380,uid://A001/X2c0/X2189,X18303313,X1129984,X5065075
X1394377,X1394377,uid://A001/X2c0/X2189,X18303313,X1098348,X19036714
X7344538,X7344538,uid://A001/X2c0/X218a,X11765681,X27254054,X3349667
X13498379,X13498379,uid://A001/X2c0/X218a,X11765681,X11418533,X11376451
X21128989,X21128989,uid://A001/X2c0/X218a,X8379401,X5267907,X5432669
X8529762,X8529762,uid://A001/X2c0/X218a,X8379401,X31179157,X26507939
X32634752,X32634752,uid://A001/X2c0/X218a,X8379401,X10672997,X10174573
X8691350,X8691350,uid://A001/X2c0/X218a,X8379401,X1726046,X24441437
X31365309,X31365309,uid://A001/X2c0/X218b,X22264133,X17700446,X4967190
X25143910,X25143910,uid://A001/X2c0/X218b,X22264133,X29930364,X15309408
X962829,X962829,uid://A001/X2c0/X218b,X9040503,X20972825,X15060513
X3377124,X3377124,uid://A001/X2c0/X218b,X9040503,X23877811,X26025660
X33434165,X33434165,uid://A001/X2c0/X218b,X9040503,X27744738,X5086623
X20427401,X20427401,uid://A001/X2c0/X218b,X9040503,X15371384,X5078125
X19641105,X19641105,uid://A001/X2c0/X218c,X8352381,X23190002,X21457663
X14232737,X14232737,uid://A001/X2c0/X218c,X8352381,X28865604,X25304881
X21676463,X21676463,uid://A001/X2c0/X218c,X15846637,X21409284,X32228062
X13965782,X13965782,uid://A001/X2c0/X218c,X15846637,X16709169,X20694924
X14223116,X14223116,uid://A001/X2c0/X218c,X15846637,X28033081,X9428932
X26293346,X26293346,uid://A001/X2c0/X218c,X15846637,X31644785,X17472117
X18592415,X18592415,uid://A001/X2c0/X218d,X1253002,X18544187,X34975
X24167560,X24167560,uid://A001/X2c0/X218d,X1253002,X14559593,X11861334
X23206351,X23206351,uid://A001/X2c0/X218d,X25980403,X21199748,X25873331
X5380707,X5380707,uid://A001/X2c0/X218d,X25980403,X31727995,X24213147
X25378674,X25378674,uid://A001/X2c0/X218d,X25980403,X2185632,X31546127
X19784343,X19784343,uid://A001/X2c0/X218d,X25980403,X23527465,X2503606
X20174531,X20174531,uid://A001/X2c0/X218e,X12123331,X32900794,X10983917
X1166496,X1166496,uid://A001/X2c0/X218e,X12123331,X16588620,X16595423
X28980555,X28980555,uid://A001/X2c0/X218e,X66855,X18173464,X3297229
X21866374,X21866374,uid://A001/X2c0/X218e,X66855,X10486686,X26960375
X15206148,X15206148,uid://A001/X2c0/X218e,X66855,X26112549,X22848993
X6439211,X6439211,uid://A001/X2c0/X218e,X66855,X1722470,X10938250
X21395698,X21395698,uid://A001/X2c0/X218f,X32513789,X9496416,X19519572
X4456516,X4456516,uid://A001/X2c0/X218f,X32513789,X8860535,X1381698
X12614033,X12614033,uid://A001/X2c0/X218f,X7167110,X4384967,X11386048
X20694166,X20694166,uid://A001/X2c0/X218f,X7167110,X25284347,X11144855
X32138499,X32138499,uid://A001/X2c0/X218f,X7167110,X31256427,X27445140
X23298196,X23298196,uid://A001/X2c0/X218f,X7167110,X29791530,X13980252
X19132357,X19132357,uid://A001/X2c0/X2190,X12574343,X14627173,X26375939
X3815749,X3815749,uid://A001/X2c0/X2190,X12574343,X2921041,X18854596
X30383188,X30383188,uid://A001/X2c0/X2190,X18897929,X12102326,X7645149
X6531986,X6531986,uid://A001/X2c0/X2190,X18897929,X17601142,X25308303
X31450434,X31450434,uid://A001/X2c0/X2190,X18897929,X10812679,X2887518
X8261383,X8261383,uid://A001/X2c0/X2190,X18897929,X13591598,X27448863
X26089149,X26089149,uid://A001/X2c0/X2191,X6804226,X28730550,X2854112
X16837269,X16837269,uid://A001/X2c0/X2191,X6804226,X3760328,X11934663
X28758338,X28758338,uid://A001/X2c0/X2191,X23362118,X7598225,X2667716
X26238717,X26238717,uid://A001/X2c0/X2191,X23362118,X11828565,X12603292
X12014075,X12014075,uid://A001/X2c0/X2191,X23362118,X26481704,X28259410
X23719521,X23719521,uid://A001/X2c0/X2191,X23362118,X9907219,X31313840
X7548185,X7548185,uid://A001/X2c0/X2192,X2593167,X15878261,X4014026
X11818767,X11818767,uid://A001/X2c0/X2192,X2593167,X3252929,X24643717
X11285980,X11285980,uid://A001/X2c0/X2192,X265003,X1795485,X6009438
X18731954,X18731954,uid://A001/X2c0/X2192,X265003,X3431025,X25184358
X2712764,X2712764,uid://A001/X2c0/X2192,X265003,X22763750,X28646501
X27173593,X27173593,uid://A001/X2c0/X2192,X265003,X6184638,X28222842
X1394758,X1394758,uid://A001/X2c0/X2193,X12563179,X33245064,X13221602
X9413121,X9413121,uid://A001/X2c0/X2193,X12563179,X17267905,X27722244
X32468240,X32468240,uid://A001/X2c0/X2193,X31543052,X1267684,X15318880
X4137423,X4137423,uid://A001/X2c0/X2193,X31543052,X11192377,X23962113
X27352191,X27352191,uid://A001/X2c0/X2193,X31543052,X26724187,X24859460
X6986559,X6986559,uid://A001/X2c0/X2193,X31543052,X25570681,X18855348
X14504053,X14504053,uid://A001/X2c0/X2194,X24473953,X21007570,X23778914
X28777077,X28777077,uid://A001/X2c0/X2194,X24473953,X8540553,X24784867
X25201694,X25201694,uid://A001/X2c0/X2194,X7290037,X1474883,X31693822
X33131045,X33131045,uid://A001/X2c0/X2194,X7290037,X11621343,X14619001
X29872064,X29872064,uid://A001/X2c0/X2194,X7290037,X31521820,X23332457
X6748922,X6748922,uid://A001/X2c0/X2194,X7290037,X26644674,X2128869
X9098452,X9098452,uid://A001/X2c0/X2195,X24215740,X1925124,X16464469
X9578293,X9578293,uid://A001/X2c0/X2195,X24215740,X28378192,X5760642
X28260258,X28260258,uid://A001/X2c0/X2195,X7179345,X27980012,X22835129
X29785191,X29785191,uid://A001/X2c0/X2195,X7179345,X11429484,X16934387
X17365576,X17365576,uid://A001/X2c0/X2195,X7179345,X21972028,X6803232
X199937,X199937,uid://A001/X2c0/X2195,X7179345,X19852144,X16307602
X8594580,X8594580,uid://A001/X2c0/X2196,X7209221,X24768541,X1688244
X18476382,X18476382,uid://A001/X2c0/X2196,X7209221,X23535319,X19159440
X6012906,X6012906,uid://A001/X2c0/X2196,X26532981,X4073127,X30298454
X2039423,X2039423,uid://A001/X2c0/X2196,X26532981,X24728222,X24467027
X19783108,X19783108,uid://A001/X2c0/X2196,X26532981,X18945545,X30876315
X10382507,X10382507,uid://A001/X2c0/X2196,X26532981,X3414526,X18560731
X4861230,X4861230,uid://A001/X2c0/X2197,X23422326,X5688191,X21113363
X30814041,X30814041,uid://A001/X2c0/X2197,X23422326,X32657860,X9781243
X31190869,X31190869,uid://A001/X2c0/X2197,X4048855,X10722823,X6900389
X26362703,X26362703,uid://A001/X2c0/X2197,X4048855,X303033,X8196702
X7632846,X7632846,uid://A001/X2c0/X2197,X4048855,X8124032,X3398451
X5473817,X5473817,uid://A001/X2c0/X2197,X4048855,X23855387,X1545776
X21894499,X21894499,uid://A001/X2c0/X2198,X29411708,X26126922,X5642594
X17656925,X17656925,uid://A001/X2c0/X2198,X29411708,X14004191,X19355423
X28421344,X28421344,uid://A001/X2c0/X2198,X30198239,X12818937,X23241504
X6584229,X6584229,uid://A001/X2c0/X2198,X30198239,X27777080,X3031405
X26448560,X26448560,uid://A001/X2c0/X2198,X30198239,X4858950,X15658491
X31047050,X31047050,uid://A001/X2c0/X2198,X30198239,X16764342,X5652241
X6170557,X6170557,uid://A001/X2c0/X2199,X10978859,X11949154,X33190248
X32043504,X32043504,uid://A001/X2c0/X2199,X10978859,X22012831,X11309617
X13527615,X13527615,uid://A001/X2c0/X2199,X27356489,X18004842,X12385086
X1070321,X1070321,uid://A001/X2c0/X2199,X27356489,X5410458,X765150
X22088020,X22088020,uid://A001/X2c0/X2199,X27356489,X8226711,X3883595
X10526512,X10526512,uid://A001/X2c0/X2199,X27356489,X12177382,X25100351
X8835546,X8835546,uid://A001/X2c0/X219a,X6626550,X4458611,X11327128
X1695604,X1695604,uid://A001/X2c0/X219a,X6626550,X15810034,X4205197
X32316975,X32316975,uid://A001/X2c0/X219a,X5820636,X7053404,X24800393
X25997137,X25997137,uid://A001/X2c0/X219a,X5820636,X6456088,X20690284
X20158341,X20158341,uid://A001/X2c0/X219a,X5820636,X21644776,X23972732
X2510127,X2510127,uid://A001/X2c0/X219a,X5820636,X31719113,X11093604
X21374747,X21374747,uid://A001/X2c0/X219b,X23980957,X28069443,X8154919
X23486150,X23486150,uid://A001/X2c0/X219b,X23980957,X22685127,X9509985
X16700237,X16700237,uid://A001/X2c0/X219b,X31625171,X16098416,X394259
X15550312,X15550312,uid://A001/X2c0/X219b,X31625171,X2300842,X26373760
X2210111,X2210111,uid://A001/X2c0/X219b,X31625171,X18978439,X22117866
X25279822,X25279822,uid://A001/X2c0/X219b,X31625171,X27212068,X17950246
X17918426,X17918426,uid://A001/X2c0/X219c,X4394449,X17911270,X19730007
X27963416,X27963416,uid://A001/X2c0/X219c,X4394449,X24789658,X8900746
X10952026,X10952026,uid://A001/X2c0/X219c,X24653102,X6618902,X29350289
X8142224,X8142224,uid://A001/X2c0/X219c,X24653102,X29625891,X17843844
X32102597,X32102597,uid://A001/X2c0/X219c,X24653102,X5294514,X21342427
X23347494,X23347494,uid://A001/X2c0/X219c,X24653102,X29576336,X15648124
X20535111,X20535111,uid://A001/X2c0/X219d,X28742630,X7308249,X18331665
X6581448,X6581448,uid://A001/X2c0/X219d,X28742630,X1210243,X21639801
X25569053,X25569053,uid://A001/X2c0/X219d,X7476740,X19732493,X22385436
X8755786,X8755786,uid://A001/X2c0/X219d,X7476740,X24095745,X29920755
X33080262,X33080262,uid://A001/X2c0/X219d,X7476740,X3154371,X23135117
X18660915,X18660915,uid://A001/X2c0/X219d,X7476740,X29732188,X3172576
X22469722,X22469722,uid://A001/X2c0/X219e,X1640182,X8552156,X21064619
X1687478,X1687478,uid://A001/X2c0/X219e,X1640182,X10615255,X21069511
X33310923,X33310923,uid://A001/X2c0/X219e,X999120,X5552128,X9641215
X2618026,X2618026,uid://A001/X2c0/X219e,X999120,X5829806,X15784961
X21244585,X21244585,uid://A001/X2c0/X219e,X999120,X9749957,X22099348
X25264170,X25264170,uid://A001/X2c0/X219e,X999120,X26006403,X29737972
X15564298,X15564298,uid://A001/X2c0/X219f,X25128333,X286419,X2681765
X11506259,X11506259,uid://A001/X2c0/X219f,X25128333,X15143801,X8627317
X29949107,X29949107,uid://A001/X2c0/X219f,X4611878,X5795496,X19535664
X11820953,X11820953,uid://A001/X2c0/X219f,X4611878,X29432454,X6231457
X29478938,X29478938,uid://A001/X2c0/X219f,X4611878,X10650849,X22223182
X12471072,X12471072,uid://A001/X2c0/X219f,X4611878,X23827397,X13317074
X10314514,X10314514,uid://A001/X2c0/X21a0,X11519138,X20528171,X18750999
X6011524,X6011524,uid://A001/X2c0/X21a0,X11519138,X20060745,X1097923
X8213722,X8213722,uid://A001/X2c0/X21a0,X5104287,X17814863,X12638624
X12299275,X12299275,uid://A001/X2c0/X21a0,X5104287,X32397219,X8078010
X28456238,X28456238,uid://A001/X2c0/X21a0,X5104287,X18558749,X15363831
X23372427,X23372427,uid://A001/X2c0/X21a0,X5104287,X6612933,X27429089
X14632037,X14632037,uid://A001/X2c0/X21a1,X25150979,X27569928,X3630155
X13457747,X13457747,uid://A001/X2c0/X21a1,X25150979,X12917869,X17542765
X32426240,X32426240,uid://A001/X2c0/X21a1,X30291861,X18221584,X16072553
X28231619,X28231619,uid://A001/X2c0/X21a1,X30291861,X20006166,X12356381
X32274230,X32274230,uid://A001/X2c0/X21a1,X30291861,X29791036,X11982503
X2368727,X2368727,uid://A001/X2c0/X21a1,X30291861,X31661572,X30458845
X4855526,X4855526,uid://A001/X2c0/X21a2,X21204652,X15694427,X312761
X26693846,X26693846,uid://A001/X2c0/X21a2,X21204652,X22487669,X3257472
X32376170,X32376170,uid://A001/X2c0/X21a2,X27636150,X20785030,X16931181
X6602728,X6602728,uid://A001/X2c0/X21a2,X27636150,X1340014,X12722302
X22916565,X22916565,uid://A001/X2c0/X21a2,X27636150,X1600524,X6392746
X12982733,X12982733,uid://A001/X2c0/X21a2,X27636150,X14379884,X121278
X25019483,X25019483,uid://A001/X2c0/X21a3,X15394950,X25088951,X4495694
X8388674,X8388674,uid://A001/X2c0/X21a3,X15394950,X33513005,X10905887
X19565000,X19565000,uid://A001/X2c0/X21a3,X29082812,X27494356,X10487021
X25697191,X25697191,uid://A001/X2c0/X21a3,X29082812,X17059246,X10435069
X30232012,X30232012,uid://A001/X2c0/X21a3,X29082812,X10335453,X9705386
X11237099,X11237099,uid://A001/X2c0/X21a3,X29082812,X26579315,X8524051
X30633665,X30633665,uid://A001/X2c0/X21a4,X6894419,X20800898,X9585432
X33204430,X33204430,uid://A001/X2c0/X21a4,X6894419,X26441039,X29297616
X2143151,X2143151,uid://A001/X2c0/X21a4,X16040165,X21687626,X23166166
X25945132,X25945132,uid://A001/X2c0/X21a4,X16040165,X21577241,X12606040
X30737909,X30737909,uid://A001/X2c0/X21a4,X16040165,X14424225,X10394406
X9645405,X9645405,uid://A001/X2c0/X21a4,X16040165,X14250985,X10513743
X31749610,X31749610,uid://A001/X2c0/X21a5,X30630739,X2551363,X18113006
X6674314,X6674314,uid://A001/X2c0/X21a5,X30630739,X2374183,X28824508
X8584229,X8584229,uid://A001/X2c0/X21a5,X24647620,X22276964,X5511543
X13208299,X13208299,uid://A001/X2c0/X21a5,X24647620,X11200902,X8644257
X8196739,X8196739,uid://A001/X2c0/X21a5,X24647620,X10593681,X28987171
X32506161,X32506161,uid://A001/X2c0/X21a5,X24647620,X32683195,X30228003
X3160504,X3160504,uid://A001/X2c0/X21a6,X29950207,X32750048,X21789196
X3922239,X3922239,uid://A001/X2c0/X21a6,X29950207,X9659086,X11384343
X11304585,X11304585,uid://A001/X2c0/X21a6,X10982218,X31802216,X21667430
X1106482,X1106482,uid://A001/X2c0/X21a6,X10982218,X30745484,X11550722
X19989236,X19989236,uid://A001/X2c0/X21a6,X10982218,X31062048,X7392727
X29773426,X29773426,uid://A001/X2c0/X21a6,X10982218,X29566831,X5010796
X3403448,X3403448,uid://A001/X2c0/X21a7,X3997679,X9038157,X16365077
X12525803,X12525803,uid://A001/X2c0/X21a7,X3997679,X18973064,X5165858
X13721551,X13721551,uid://A001/X2c0/X21a7,X32055524,X19454281,X17326400
X2145339,X2145339,uid://A001/X2c0/X21a7,X32055524,X16229316,X9332764
X26789958,X26789958,uid://A001/X2c0/X21a7,X32055524,X27315105,X20515208
X26453260,X26453260,uid://A001/X2c0/X21a7,X32055524,X3279346,X14868671
X31910797,X31910797,uid://A001/X2c0/X21a8,X8540422,X31328286,X13617491
X6347467,X6347467,uid://A001/X2c0/X21a8,X8540422,X6818274,X17040472
X24727913,X24727913,uid://A001/X2c0/X21a8,X30402593,X11071818,X30386715
X7269781,X7269781,uid://A001/X2c0/X21a8,X30402593,X10721399,X14620290
X16012967,X16012967,uid://A001/X2c0/X21a8,X30402593,X10396497,X14728472
X28332476,X28332476,uid://A001/X2c0/X21a8,X30402593,X3220152,X3317152
X4187476,X4187476,uid://A001/X2c0/X21a9,X32568015,X14628280,X27718357
X15901204,X15901204,uid://A001/X2c0/X21a9,X32568015,X16260081,X7817927
X27717476,X27717476,uid://A001/X2c0/X21a9,X11439892,X31397912,X28311610
X31546043,X31546043,uid://A001/X2c0/X21a9,X11439892,X14432259,X5636323
X4231908,X4231908,uid://A001/X2c0/X21a9,X11439892,X31781831,X16812048
X31400345,X31400345,uid://A001/X2c0/X21a9,X11439892,X27787383,X19501086
X27765197,X27765197,uid://A001/X2c0/X21aa,X14076671,X201297,X30932711
X27486904,X27486904,uid://A001/X2c0/X21aa,X14076671,X9402945,X1776100
X8571399,X8571399,uid://A001/X2c0/X21aa,X10329898,X24227500,X16248598
X23814287,X23814287,uid://A001/X2c0/X21aa,X10329898,X13190003,X26053871
X20554970,X20554970,uid://A001/X2c0/X21aa,X10329898,X23084244,X27115239
X19469036,X19469036,uid://A001/X2c0/X21aa,X10329898,X6302770,X30902441
X29468188,X29468188,uid://A001/X2c0/X21ab,X29581090,X12034392,X33477981
X22090748,X22090748,uid://A001/X2c0/X21ab,X29581090,X25993171,X6944464
X24276031,X24276031,uid://A001/X2c0/X21ab,X18923185,X7448224,X26936624
X6664259,X6664259,uid://A001/X2c0/X21ab,X18923185,X10198292,X29166738
X3541555,X3541555,uid://A001/X2c0/X21ab,X18923185,X31448381,X19625034
X25304585,X25304585,uid://A001/X2c0/X21ab,X18923185,X19001263,X31980263
X10719209,X10719209,uid://A001/X2c0/X21ac,X10773197,X23686588,X4077505
X5085618,X5085618,uid://A001/X2c0/X21ac,X10773197,X19218185,X22446497
X20071178,X20071178,uid://A001/X2c0/X21ac,X13588371,X18188906,X18420383
X15080726,X15080726,uid://A001/X2c0/X21ac,X13588371,X22357208,X25289376
X24525695,X24525695,uid://A001/X2c0/X21ac,X13588371,X25554096,X12786823
X24687354,X24687354,uid://A001/X2c0/X21ac,X13588371,X10055571,X3480231
X9602610,X9602610,uid://A001/X2c0/X21ad,X30092416,X26359776,X14201188
X28137398,X28137398,uid://A001/X2c0/X21ad,X30092416,X14501932,X18636401
X19547576,X19547576,uid://A001/X2c0/X21ad,X4678615,X5834806,X8595089
X32578554,X32578554,uid://A001/X2c0/X21ad,X4678615,X23356477,X2757218
X23321240,X23321240,uid://A001/X2c0/X21ad,X4678615,X17514297,X150776
X10198054,X10198054,uid://A001/X2c0/X21ad,X4678615,X26119162,X13967047
X4893022,X4893022,uid://A001/X2c0/X21ae,X26311415,X11248322,X318406
X7030396,X7030396,uid://A001/X2c0/X21ae,X26311415,X8692986,X4075147
X28323652,X28323652,uid://A001/X2c0/X21ae,X32463052,X620586,X22809544
X24594130,X24594130,uid://A001/X2c0/X21ae,X32463052,X18235093,X28498560
X32228346,X32228346,uid://A001/X2c0/X21ae,X32463052,X10099990,X6778568
X12665777,X12665777,uid://A001/X2c0/X21ae,X32463052,X6714085,X3403478
X26698314,X26698314,uid://A001/X2c0/X21af,X22779654,X16855668,X25110800
X2028724,X2028724,uid://A001/X2c0/X21af,X22779654,X6658300,X20027170
X14215663,X14215663,uid://A001/X2c0/X21af,X15093887,X21175255,X9111087
X27198897,X27198897,uid://A001/X2c0/X21af,X15093887,X6879408,X893977
X25751379,X25751379,uid://A001/X2c0/X21af,X15093887,X19456993,X21345266
X20392777,X20392777,uid://A001/X2c0/X21af,X15093887,X25255897,X24134380
X31792399,X31792399,uid://A001/X2c0/X21b0,X32010158,X22358203,X27064319
X31425380,X31425380,uid://A001/X2c0/X21b0,X32010158,X3174237,X27582881
X29518885,X29518885,uid://A001/X2c0/X21b0,X21627245,X746434,X9271584
X25653677,X25653677,uid://A001/X2c0/X21b0,X21627245,X14843178,X19837693
X23464944,X23464944,uid://A001/X2c0/X21b0,X21627245,X16825528,X29005510
X27102131,X27102131,uid://A001/X2c0/X21b0,X21627245,X4833825,X17855649
X7252259,X7252259,uid://A001/X2c0/X21b1,X23633751,X29719671,X1682803
X8772927,X8772927,uid://A001/X2c0/X21b1,X23633751,X32185385,X12597774
X30643702,X30643702,uid://A001/X2c0/X21b1,X1727450,X12563522,X26549616
X11545996,X11545996,uid://A001/X2c0/X21b1,X1727450,X28486117,X19657826
X7660077,X7660077,uid://A001/X2c0/X21b1,X1727450,X15001824,X15890684
X28599142,X28599142,uid://A001/X2c0/X21b1,X1727450,X3426720,X15573481
X759225,X759225,uid://A001/X2c0/X21b2,X29935310,X8269364,X4396163
X12672527,X12672527,uid://A001/X2c0/X21b2,X29935310,X1264510,X32258473
X28316275,X28316275,uid://A001/X2c0/X21b2,X9126666,X24793672,X28341164
X12101240,X12101240,uid://A001/X2c0/X21b2,X9126666,X2476325,X4882832
X3057854,X3057854,uid://A001/X2c0/X21b2,X9126666,X31352523,X1345480
X16662538,X16662538,uid://A001/X2c0/X21b2,X9126666,X32076894,X7436776
X7214968,X7214968,uid://A001/X2c0/X21b3,X31531540,X16397320,X3670901
X29501723,X29501723,uid://A001/X2c0/X21b3,X31531540,X16498469,X2195654
X7039604,X7039604,uid://A001/X2c0/X21b3,X1707492,X28380037,X33492233
X18888747,X18888747,uid://A001/X2c0/X21b3,X1707492,X3536847,X25722603
X32389065,X32389065,uid://A001/X2c0/X21b3,X1707492,X11697164,X94529
X8808445,X8808445,uid://A001/X2c0/X21b3,X1707492,X18071119,X269375
X29870459,X29870459,uid://A001/X2c0/X21b4,X26156717,X3695220,X13278341
X25565748,X25565748,uid://A001/X2c0/X21b4,X26156717,X12108028,X3828383
X32132140,X32132140,uid://A001/X2c0/X21b4,X19850724,X21190296,X16230449
X7627318,X7627318,uid://A001/X2c0/X21b4,X19850724,X9295951,X5530830
X8768863,X8768863,uid://A001/X2c0/X21b4,X19850724,X10326190,X13660364
X13405528,X13405528,uid://A001/X2c0/X21b4,X19850724,X33285285,X22328764
X20474723,X20474723,uid://A001/X2c0/X21b5,X14898125,X6302032,X24085247
X14932135,X14932135,uid://A001/X2c0/X21b5,X14898125,X15445470,X12405963
X7133618,X7133618,uid://A001/X2c0/X21b5,X4740649,X23564591,X33088663
X32197014,X32197014,uid://A001/X2c0/X21b5,X4740649,X7346876,X4417595
X10200822,X10200822,uid://A001/X2c0/X21b5,X4740649,X29933468,X19171749
X15909836,X15909836,uid://A001/X2c0/X21b5,X4740649,X32185984,X1715069
X5926616,X5926616,uid://A001/X2c0/X21b6,X15856002,X17485312,X31812712
X29206750,X29206750,uid://A001/X2c0/X21b6,X15856002,X23789508,X14916717
X17140683,X17140683,uid://A001/X2c0/X21b6,X18669786,X25869097,X24825470
X30925120,X30925120,uid://A001/X2c0/X21b6,X18669786,X27534961,X3727039
X28887774,X28887774,uid://A001/X2c0/X21b6,X18669786,X4180300,X5308824
X27559501,X27559501,uid://A001/X2c0/X21b6,X18669786,X23364867,X32988774
X21612335,X21612335,uid://A001/X2c0/X21b7,X10505676,X12443198,X1256921
X14064587,X14064587,uid://A001/X2c0/X21b7,X10505676,X12458720,X28646741
X21517180,X21517180,uid://A001/X2c0/X21b7,X23134966,X3786560,X22492295
X8106382,X8106382,uid://A001/X2c0/X21b7,X23134966,X1673512,X25412649
X21952544,X21952544,uid://A001/X2c0/X21b7,X23134966,X31876718,X28698951
X12415848,X12415848,uid://A001/X2c0/X21b7,X23134966,X3099023,X6852020
X24085176,X24085176,uid://A001/X2c0/X21b8,X15528188,X10912063,X31832696
X4152895,X4152895,uid://A001/X2c0/X21b8,X15528188,X18978555,X22162761
X18268026,X18268026,uid://A001/X2c0/X21b8,X7667678,X2893951,X28431698
X28331932,X28331932,uid://A001/X2c0/X21b8,X7667678,X2519216,X6188842
X30208995,X30208995,uid://A001/X2c0/X21b8,X7667678,X22198392,X29461022
X21706316,X21706316,uid://A001/X2c0/X21b8,X7667678,X5644161,X16427173
X11255518,X11255518,uid://A001/X2c0/X21b9,X5130504,X20737855,X18397218
X27328185,X27328185,uid://A001/X2c0/X21b9,X5130504,X14921139,X26458554
X31194658,X31194658,uid://A001/X2c0/X21b9,X621977,X9025836,X1943088
X4510964,X4510964,uid://A001/X2c0/X21b9,X621977,X29893200,X661513
X31465222,X31465222,uid://A001/X2c0/X21b9,X621977,X26083570,X1674581
X5907319,X5907319,uid://A001/X2c0/X21b9,X621977,X30609713,X1896457
